
20 | 0.001 | 0.001
9.0|480.009|119.991
8.0|459.999|140.001
8.0|460.0|140.0
6.0|419.998|180.002
2.0|339.996|260.004
0.0|299.998|300.002
-1.0|279.999|320.001
-2.0|259.999|340.001
-1.0|280.001|319.999
0.0|300.001|299.999
0.0|300.0|300.0
-1.0|279.999|320.001
0.0|300.001|299.999
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
-1.0|279.999|320.001
-1.0|280.0|320.0
0.0|300.001|299.999
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
1.0|320.001|279.999
0.0|299.999|300.001
-1.0|279.999|320.001
-1.0|280.0|320.0
0.0|300.001|299.999
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
1.0|320.001|279.999
0.0|299.999|300.001
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
-1.0|279.999|320.001
-1.0|280.0|320.0
0.0|300.001|299.999
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
1.0|320.001|279.999
1.0|320.0|280.0
0.0|299.999|300.001
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
-1.0|279.999|320.001
-1.0|280.0|320.0
0.0|300.001|299.999
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
-1.0|279.999|320.001
0.0|300.001|299.999
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
1.0|320.001|279.999
1.0|320.0|280.0
0.0|299.999|300.001
0.0|300.0|300.0
-1.0|279.999|320.001
-1.0|280.0|320.0
0.0|300.001|299.999
0.0|300.0|300.0
1.0|320.001|279.999
1.0|320.0|280.0
0.0|299.999|300.001
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
-1.0|279.999|320.001
0.0|300.001|299.999
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
1.0|320.001|279.999
0.0|299.999|300.001
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
0.0|300.0|300.0
